REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
4499299	4504692	4219196	4224590	5394	5395	96.13	NC_002695	NC_011751
4521620	4527862	4235668	4241956	6243	6289	91.59	NC_002695	NC_011751
4528542	4561652	4243958	4277072	33111	33115	97.99	NC_002695	NC_011751
4561866	4571143	4277286	4286562	9278	9277	97.05	NC_002695	NC_011751
4572007	4577944	4286606	4292542	5938	5937	98.23	NC_002695	NC_011751
4626892	4632870	4318877	4324855	5979	5979	97.71	NC_002695	NC_011751
4632864	4638064	4325561	4330761	5201	5201	97.17	NC_002695	NC_011751
4638882	4661514	4331609	4354258	22633	22650	96.89	NC_002695	NC_011751
4662335	4674425	4359828	4371918	12091	12091	98.21	NC_002695	NC_011751
4677053	4690780	4372069	4385804	13728	13736	96.96	NC_002695	NC_011751
4705281	4753234	4398705	4446598	47954	47894	97.97	NC_002695	NC_011751
4754080	4776203	4446666	4468789	22124	22124	98.08	NC_002695	NC_011751
4776193	4796917	4468553	4489227	20725	20675	96.18	NC_002695	NC_011751
4799609	4857320	4490150	4547855	57712	57706	97.86	NC_002695	NC_011751
4857318	4865092	4549114	4556887	7775	7774	95.63	NC_002695	NC_011751
4866131	4878614	4557087	4569580	12484	12494	96.64	NC_002695	NC_011751
4878810	4885581	4569628	4576399	6772	6772	98.24	NC_002695	NC_011751
4894666	4928770	4580085	4614092	34105	34008	97.92	NC_002695	NC_011751
4939348	4944656	4621970	4627277	5309	5308	97.46	NC_002695	NC_011751
4944779	4960227	4627457	4642916	15449	15460	97.34	NC_002695	NC_011751
4960331	4967546	4643080	4650295	7216	7216	97.63	NC_002695	NC_011751
4970248	5021982	4650370	4702170	51735	51801	98.28	NC_002695	NC_011751
5026997	5040854	4707218	4721073	13858	13856	96.97	NC_002695	NC_011751
5079600	5094012	4721060	4735370	14413	14311	97.11	NC_002695	NC_011751
5095805	5131093	4735366	4770685	35289	35320	97.74	NC_002695	NC_011751
5131070	5138540	4770840	4778305	7471	7466	97.5	NC_002695	NC_011751
5138441	5149119	4778481	4789171	10679	10691	97.74	NC_002695	NC_011751
5149031	5159503	4789196	4799667	10473	10472	97.27	NC_002695	NC_011751
5168819	5180711	4800113	4811918	11893	11806	94.94	NC_002695	NC_011751
5180816	5227619	4811923	4858727	46804	46805	98.74	NC_002695	NC_011751
5227767	5246196	4858732	4877161	18430	18430	98.31	NC_002695	NC_011751
5246195	5286722	4877281	4917722	40528	40442	97.63	NC_002695	NC_011751
5286794	5292958	4920600	4926775	6165	6176	97.22	NC_002695	NC_011751
5294187	5303877	4926784	4936440	9691	9657	97.69	NC_002695	NC_011751
5306528	5331556	4938753	4963742	25029	24990	97.74	NC_002695	NC_011751
5332678	5339929	4964696	4971946	7252	7251	98.11	NC_002695	NC_011751
5339828	5345693	4971749	4977614	5866	5866	98.98	NC_002695	NC_011751
5391519	5416300	5075970	5100838	24782	24869	98.08	NC_002695	NC_011751
5426840	5435059	5103074	5111278	8220	8205	96.03	NC_002695	NC_011751
5449949	5464526	5148913	5163491	14578	14579	98.22	NC_002695	NC_011751
5464705	5472299	5164095	5171689	7595	7595	98.25	NC_002695	NC_011751
5476054	5485489	5175846	5185259	9436	9414	97.1	NC_002695	NC_011751
5490034	5498450	5193633	5202049	8417	8417	98.42	NC_002695	NC_011751
1	5427	41	5467	5427	5427	98.58	NC_011751	NC_011750
5620	15733	5547	15660	10114	10114	98.77	NC_011751	NC_011750
15860	54750	19713	58518	38891	38806	98.14	NC_011751	NC_011750
54838	62616	59167	66945	7779	7779	99.22	NC_011751	NC_011750
64052	71023	68500	75471	6972	6972	97.68	NC_011751	NC_011750
75580	80765	81685	86838	5186	5154	94.74	NC_011751	NC_011750
81429	138661	86968	144199	57233	57232	98.07	NC_011751	NC_011750
138792	154322	144308	159820	15531	15513	96.77	NC_011751	NC_011750
161296	193630	168796	201123	32335	32328	97.47	NC_011751	NC_011750
195801	216676	203029	223907	20876	20879	98.64	NC_011751	NC_011750
219823	240084	489293	469040	20262	20254	98.69	NC_011751	NC_011750
327693	335661	452916	444947	7969	7970	97.82	NC_011751	NC_011750
346492	355078	444565	435981	8587	8585	98.37	NC_011751	NC_011750
355401	378210	435212	412422	22810	22791	96.9	NC_011751	NC_011750
378378	407609	412422	383199	29232	29224	97.51	NC_011751	NC_011750
416086	444290	374321	346115	28205	28207	97.98	NC_011751	NC_011750
447898	454991	341283	334190	7094	7094	98.6	NC_011751	NC_011750
455160	481850	334202	307542	26691	26661	97.93	NC_011751	NC_011750
481994	487534	307524	301985	5541	5540	98.41	NC_011751	NC_011750
496006	505392	293061	283675	9387	9387	97.36	NC_011751	NC_011750
505491	540485	281305	246301	34995	35005	98.59	NC_011751	NC_011750
540482	548614	244991	236859	8133	8133	99.24	NC_011751	NC_011750
548672	555555	236631	229748	6884	6884	98.01	NC_011751	NC_011750
619552	631628	505786	517870	12077	12085	96.73	NC_011751	NC_011750
634728	645206	522380	532858	10479	10479	98.54	NC_011751	NC_011750
664982	673155	1575921	1584094	8174	8174	97.71	NC_011751	NC_011750
672022	684176	544395	556544	12155	12150	96.32	NC_011751	NC_011750
690046	698686	564494	573132	8641	8639	98.39	NC_011751	NC_011750
709457	724062	573159	587775	14606	14617	97.48	NC_011751	NC_011750
725323	789006	589969	653565	63684	63597	97.67	NC_011751	NC_011750
796982	808583	653608	665209	11602	11602	97.33	NC_011751	NC_011750
812286	828509	668832	685047	16224	16216	97.57	NC_011751	NC_011750
828622	836961	690198	698538	8340	8341	97.07	NC_011751	NC_011750
838616	847403	698543	707331	8788	8789	96.72	NC_011751	NC_011750
852789	857957	715326	720494	5169	5169	98.9	NC_011751	NC_011750
864917	888270	736724	760046	23354	23323	98.39	NC_011751	NC_011750
889558	908313	760794	779549	18756	18756	97.79	NC_011751	NC_011750
943970	949270	2945038	2939738	5301	5301	97.11	NC_011751	NC_011750
953513	961953	790102	798542	8441	8441	96.68	NC_011751	NC_011750
962083	967237	798563	803719	5155	5157	97.44	NC_011751	NC_011750
967226	978244	804032	815047	11019	11016	97.0	NC_011751	NC_011750
983670	991599	822447	830376	7930	7930	97.84	NC_011751	NC_011750
991752	999092	830385	837726	7341	7342	99.01	NC_011751	NC_011750
1041201	1046317	843883	848999	5117	5117	96.91	NC_011751	NC_011750
1046317	1082545	849101	885338	36229	36238	98.24	NC_011751	NC_011750
1086059	1103770	885371	903147	17712	17777	97.56	NC_011751	NC_011750
1103769	1114825	2342308	2331296	11057	11013	97.58	NC_011751	NC_011750
1114782	1126486	2331519	2319815	11705	11705	98.45	NC_011751	NC_011750
1126483	1138015	2318382	2306851	11533	11532	98.62	NC_011751	NC_011750
1138056	1147927	2305339	2295469	9872	9871	98.18	NC_011751	NC_011750
1147915	1180837	2294042	2261137	32923	32906	98.1	NC_011751	NC_011750
1190005	1245832	2246697	2190795	55828	55903	97.89	NC_011751	NC_011750
1245964	1253711	2190802	2183055	7748	7748	97.77	NC_011751	NC_011750
1262388	1318911	2170015	2113466	56524	56550	98.59	NC_011751	NC_011750
1319622	1350050	2113467	2083037	30429	30431	97.76	NC_011751	NC_011750
1373034	1380548	1956479	1948905	7515	7575	95.14	NC_011751	NC_011750
1380794	1393296	1948650	1936048	12503	12603	96.06	NC_011751	NC_011750
1386587	1393832	926247	933493	7246	7247	97.66	NC_011751	NC_011750
1403073	1409680	2060170	2053563	6608	6608	98.23	NC_011751	NC_011750
1430192	1438061	1576219	1584100	7870	7882	96.4	NC_011751	NC_011750
1451910	1463247	1998383	1987046	11338	11338	98.75	NC_011751	NC_011750
1467538	1477016	1981456	1971958	9479	9499	98.73	NC_011751	NC_011750
1477009	1486968	1970072	1960110	9960	9963	97.74	NC_011751	NC_011750
1486988	1507227	1587652	1607864	20240	20213	97.85	NC_011751	NC_011750
1511044	1540398	1608274	1637628	29355	29355	98.12	NC_011751	NC_011750
1540737	1545738	1637610	1642610	5002	5001	99.22	NC_011751	NC_011750
1548436	1579561	1646032	1677145	31126	31114	97.67	NC_011751	NC_011750
1579600	1602991	1678686	1702078	23392	23393	98.52	NC_011751	NC_011750
1603686	1621735	1713558	1731618	18050	18061	98.21	NC_011751	NC_011750
1621835	1628460	1745641	1752268	6626	6628	96.82	NC_011751	NC_011750
1631542	1655836	1752239	1776520	24295	24282	98.64	NC_011751	NC_011750
1661239	1679592	1785596	1803956	18354	18361	95.36	NC_011751	NC_011750
1730544	1749844	1809908	1829207	19301	19300	97.35	NC_011751	NC_011750
1750023	1785980	1829209	1865173	35958	35965	98.1	NC_011751	NC_011750
1813565	1824862	1870857	1882155	11298	11299	97.71	NC_011751	NC_011750
1832058	1843023	1920374	1931341	10966	10968	98.74	NC_011751	NC_011750
1848720	1866259	5092137	5074605	17540	17533	97.71	NC_011751	NC_011750
1866883	1872655	1576168	1570397	5773	5772	98.39	NC_011751	NC_011750
1884238	1907094	1558025	1535170	22857	22856	98.67	NC_011751	NC_011750
1908287	1932865	1535176	1510596	24579	24581	98.28	NC_011751	NC_011750
1932854	2019416	1509169	1422642	86563	86528	98.45	NC_011751	NC_011750
2019483	2087080	1418456	1350860	67598	67597	98.06	NC_011751	NC_011750
2087072	2162354	1350092	1274819	75283	75274	98.5	NC_011751	NC_011750
2164118	2203700	1274818	1235236	39583	39583	97.88	NC_011751	NC_011750
2205063	2235369	1235247	1204955	30307	30293	97.95	NC_011751	NC_011750
2236672	2244819	1203764	1195616	8148	8149	97.88	NC_011751	NC_011750
2249121	2267735	1191208	1172595	18615	18614	97.53	NC_011751	NC_011750
2268807	2308174	1171643	1132272	39368	39372	98.89	NC_011751	NC_011750
2351577	2365511	1129083	1115169	13935	13915	96.92	NC_011751	NC_011750
2388557	2403798	1071182	1056026	15242	15157	96.16	NC_011751	NC_011750
2412169	2417177	1041425	1036417	5009	5009	95.07	NC_011751	NC_011750
2417377	2450153	1036420	1003735	32777	32686	97.14	NC_011751	NC_011750
2452851	2465420	1002108	989520	12570	12589	95.62	NC_011751	NC_011750
2465443	2498389	988739	955810	32947	32930	96.98	NC_011751	NC_011750
2506567	2517480	947294	936382	10914	10913	97.0	NC_011751	NC_011750
2522144	2531768	914158	904532	9625	9627	96.42	NC_011751	NC_011750
2536588	2617332	2348388	2429065	80745	80678	97.93	NC_011751	NC_011750
2617449	2639947	2429068	2451566	22499	22499	97.98	NC_011751	NC_011750
2653863	2664122	2467568	2477792	10260	10225	97.17	NC_011751	NC_011750
2665870	2687464	2481453	2503045	21595	21593	97.7	NC_011751	NC_011750
2687731	2721926	2505673	2539869	34196	34197	98.64	NC_011751	NC_011750
2722009	2748518	2542925	2569431	26510	26507	96.81	NC_011751	NC_011750
2755740	2765983	2578329	2588572	10244	10244	98.1	NC_011751	NC_011750
2771553	2803951	2600769	2633092	32399	32324	97.44	NC_011751	NC_011750
2803949	2810434	2634526	2641010	6486	6485	97.41	NC_011751	NC_011750
2813969	2847249	2651829	2685094	33281	33266	97.52	NC_011751	NC_011750
2847564	2910012	2685010	2747431	62449	62422	98.2	NC_011751	NC_011750
2925057	2945094	2807232	2827260	20038	20029	96.21	NC_011751	NC_011750
2948222	2965293	2829916	2846990	17072	17075	97.82	NC_011751	NC_011750
2965292	2975596	2848425	2858729	10305	10305	97.43	NC_011751	NC_011750
2975745	2991463	2858743	2874462	15719	15720	97.67	NC_011751	NC_011750
2991568	3029828	2874566	2912788	38261	38223	98.03	NC_011751	NC_011750
3029819	3039211	2914218	2923613	9393	9396	98.03	NC_011751	NC_011750
3039338	3048864	2923628	2933155	9527	9528	97.92	NC_011751	NC_011750
3088683	3097369	2951433	2960117	8687	8685	96.14	NC_011751	NC_011750
3097606	3113423	2961715	2977530	15818	15816	98.29	NC_011751	NC_011750
3116924	3123234	2982208	2988519	6311	6312	98.27	NC_011751	NC_011750
3124173	3148078	2988922	3012828	23906	23907	97.78	NC_011751	NC_011750
3148075	3165761	3014261	3031947	17687	17687	97.25	NC_011751	NC_011750
3166752	3181462	3032051	3046761	14711	14711	97.13	NC_011751	NC_011750
3191385	3205232	3046810	3060658	13848	13849	96.4	NC_011751	NC_011750
3222688	3254089	3344855	3376216	31402	31362	98.62	NC_011751	NC_011750
3254118	3301417	3376025	3423327	47300	47303	98.22	NC_011751	NC_011750
3319370	3334986	3424096	3439712	15617	15617	98.35	NC_011751	NC_011750
3335139	3381044	3439685	3485589	45906	45905	97.91	NC_011751	NC_011750
3384227	3393414	3485738	3494925	9188	9188	98.48	NC_011751	NC_011750
3395713	3409379	3495980	3509647	13667	13668	97.51	NC_011751	NC_011750
3414572	3426509	3512742	3524678	11938	11937	98.53	NC_011751	NC_011750
3426615	3433359	3524844	3531588	6745	6745	98.61	NC_011751	NC_011750
3433355	3449235	3532897	3548777	15881	15881	98.65	NC_011751	NC_011750
3455591	3461110	4791893	4786380	5520	5514	98.64	NC_011751	NC_011750
3481021	3493671	3580419	3567746	12651	12674	97.04	NC_011751	NC_011750
3530683	3537777	3584000	3591094	7095	7095	97.59	NC_011751	NC_011750
3550542	3596529	3598434	3644392	45988	45959	96.52	NC_011751	NC_011750
3596754	3607600	3644455	3655300	10847	10846	98.06	NC_011751	NC_011750
3608575	3629947	3655332	3676704	21373	21373	99.26	NC_011751	NC_011750
3630136	3639348	3678014	3687226	9213	9213	98.45	NC_011751	NC_011750
3646571	3658034	3696017	3707477	11464	11461	96.16	NC_011751	NC_011750
3658034	3669735	3707568	3719267	11702	11700	97.97	NC_011751	NC_011750
3671460	3685958	3723877	3738424	14499	14548	96.98	NC_011751	NC_011750
3689098	3701243	3740980	3753125	12146	12146	97.6	NC_011751	NC_011750
3701313	3707970	3758559	3765217	6658	6659	97.01	NC_011751	NC_011750
3710676	3748842	3768582	3806747	38167	38166	98.43	NC_011751	NC_011750
3748969	3756318	3806865	3814214	7350	7350	97.28	NC_011751	NC_011750
3757767	3814098	3814336	3870662	56332	56327	98.64	NC_011751	NC_011750
3814252	3823693	3870801	3880241	9442	9441	97.89	NC_011751	NC_011750
3823780	3829333	3881152	3886705	5554	5554	99.24	NC_011751	NC_011750
3829322	3838116	3888132	3896926	8795	8795	98.64	NC_011751	NC_011750
3838114	3850299	3898359	3910631	12186	12273	97.89	NC_011751	NC_011750
3853793	3960258	3921943	4028445	106466	106503	98.29	NC_011751	NC_011750
3960302	3969744	4029231	4038656	9443	9426	97.53	NC_011751	NC_011750
3969961	3989662	4038667	4058360	19702	19694	97.35	NC_011751	NC_011750
3997669	4009201	4061650	4073182	11533	11533	98.79	NC_011751	NC_011750
4009258	4025269	4076666	4092679	16012	16014	96.87	NC_011751	NC_011750
4025484	4041425	4093721	4109641	15942	15921	96.9	NC_011751	NC_011750
4061534	4073366	4113941	4125771	11833	11831	96.68	NC_011751	NC_011750
4073462	4080667	4126539	4133744	7206	7206	97.61	NC_011751	NC_011750
4080653	4096379	4135170	4150895	15727	15726	97.99	NC_011751	NC_011750
4098684	4139381	4151033	4191647	40698	40615	97.16	NC_011751	NC_011750
4141791	4159919	4191750	4209860	18129	18111	98.05	NC_011751	NC_011750
4161241	4170012	4213589	4222359	8772	8771	97.38	NC_011751	NC_011750
4171445	4183619	4222356	4234531	12175	12176	97.44	NC_011751	NC_011750
4189177	4216562	4242744	4270130	27386	27387	97.39	NC_011751	NC_011750
4219196	4228584	4277115	4286504	9389	9390	97.38	NC_011751	NC_011750
4243958	4254904	4299829	4310774	10947	10946	98.26	NC_011751	NC_011750
4264436	4274369	4320078	4330011	9934	9934	98.79	NC_011751	NC_011750
4277286	4291312	4336086	4350114	14027	14029	97.46	NC_011751	NC_011750
4296876	4313473	4415100	4431693	16598	16594	94.32	NC_011751	NC_011750
4312316	4324855	4428790	4441329	12540	12540	95.41	NC_011751	NC_011750
4325561	4339538	4441324	4455259	13978	13936	96.27	NC_011751	NC_011750
4340131	4361329	4455308	4476506	21199	21199	98.03	NC_011751	NC_011750
4361327	4385828	4477939	4502435	24502	24497	96.85	NC_011751	NC_011750
4385944	4418049	4502542	4534652	32106	32111	98.35	NC_011751	NC_011750
4418038	4433697	4536079	4551779	15660	15701	98.89	NC_011751	NC_011750
4428315	4446595	3139656	3121337	18281	18320	97.35	NC_011751	NC_011750
4446653	4480092	3120546	3087074	33440	33473	97.72	NC_011751	NC_011750
4480264	4487583	3084024	3076695	7320	7330	98.2	NC_011751	NC_011750
4489091	4499757	3329101	3318444	10667	10658	97.98	NC_011751	NC_011750
4504086	4514194	3304129	3294021	10109	10109	98.32	NC_011751	NC_011750
4514191	4546602	3292588	3260143	32412	32446	98.13	NC_011751	NC_011750
4549114	4569580	3257454	3237049	20467	20406	96.45	NC_011751	NC_011750
4569633	4576399	3236849	3230083	6767	6767	98.21	NC_011751	NC_011750
4580079	4618957	3219650	3180773	38879	38878	98.05	NC_011751	NC_011750
4619730	4627277	3175368	3167821	7548	7548	96.41	NC_011751	NC_011750
4627457	4642916	3167697	3152315	15460	15383	97.18	NC_011751	NC_011750
4643080	4657747	3152261	3137595	14668	14667	98.19	NC_011751	NC_011750
4657737	4678592	4548447	4569300	20856	20854	99.12	NC_011751	NC_011750
4679595	4702141	4575761	4598297	22547	22537	98.14	NC_011751	NC_011750
4719095	4724901	4615565	4621371	5807	5807	96.71	NC_011751	NC_011750
4730240	4742190	4646364	4658312	11951	11949	97.97	NC_011751	NC_011750
4742159	4753523	4658372	4669737	11365	11366	97.39	NC_011751	NC_011750
4754020	4770685	4670276	4686960	16666	16685	97.99	NC_011751	NC_011750
4778582	4789058	4694326	4704804	10477	10479	98.52	NC_011751	NC_011750
4789246	4799671	4704766	4715192	10426	10427	97.92	NC_011751	NC_011750
4804111	4848143	4726341	4770305	44033	43965	98.05	NC_011751	NC_011750
4848007	4861745	4801997	4815743	13739	13747	98.97	NC_011751	NC_011750
4861737	4877161	4816512	4831935	15425	15424	98.43	NC_011751	NC_011750
4877281	4912334	4831934	4867078	35054	35145	97.89	NC_011751	NC_011750
4918995	4936440	4879856	4897308	17446	17453	97.66	NC_011751	NC_011750
4947629	4960293	4912101	4924797	12665	12697	98.09	NC_011751	NC_011750
4976067	4985610	4942696	4952243	9544	9548	98.24	NC_011751	NC_011750
5021482	5032154	4967761	4978425	10673	10665	99.33	NC_011751	NC_011750
5075970	5106629	4984066	5014728	30660	30663	98.1	NC_011751	NC_011750
5153308	5163903	5038431	5049029	10596	10599	96.86	NC_011751	NC_011750
5175846	5185273	5109754	5119204	9428	9451	97.21	NC_011751	NC_011750
5189344	5202050	5119362	5132068	12707	12707	98.23	NC_011751	NC_011750
