REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
129910	130924	129910	130924	1015	1015	100.0	NC_018407	NC_018408
133243	132835	133243	132835	409	409	100.0	NC_018407	NC_018408
293610	297471	293646	297507	3862	3862	100.0	NC_018407	NC_018408
451869	450819	481036	479986	1051	1051	100.0	NC_018407	NC_018408
451891	453670	481058	482837	1780	1780	100.0	NC_018407	NC_018408
455178	455526	484345	484693	349	349	100.0	NC_018407	NC_018408
574283	574121	603462	603300	163	163	100.0	NC_018407	NC_018408
720939	720141	753777	752979	799	799	100.0	NC_018407	NC_018408
869205	867762	902086	900643	1444	1444	100.0	NC_018407	NC_018408
591339	590451	620518	619630	889	889	100.0	NC_018407	NC_018408
941364	942264	973632	974532	901	901	100.0	NC_018407	NC_018408
266035	268114	266025	268104	2080	2080	100.0	NC_018407	NC_018408
284811	284235	284848	284272	577	577	100.0	NC_018407	NC_018408
447338	446777	476505	475944	562	562	100.0	NC_018407	NC_018408
655046	652526	684225	681705	2521	2521	100.0	NC_018407	NC_018408
666669	665616	699507	698454	1054	1054	100.0	NC_018407	NC_018408
811057	809437	843937	842317	1621	1621	100.0	NC_018407	NC_018408
109699	110515	109699	110515	817	817	100.0	NC_018407	NC_018408
325264	326740	325305	326781	1477	1477	100.0	NC_018407	NC_018408
335697	338487	335738	338528	2791	2791	100.0	NC_018407	NC_018408
128231	128936	128231	128936	706	706	100.0	NC_018407	NC_018408
450820	449074	479987	478241	1747	1747	100.0	NC_018407	NC_018408
568776	568314	597955	597493	463	463	100.0	NC_018407	NC_018408
577214	575843	606393	605022	1372	1372	100.0	NC_018407	NC_018408
720121	719314	752959	752152	808	808	100.0	NC_018407	NC_018408
250296	253227	250292	253223	2932	2932	100.0	NC_018407	NC_018408
470274	472713	499441	501880	2440	2440	100.0	NC_018407	NC_018408
476530	476773	505697	505940	244	244	100.0	NC_018407	NC_018408
595529	594404	624708	623583	1126	1126	100.0	NC_018407	NC_018408
598891	598045	628070	627224	847	847	100.0	NC_018407	NC_018408
66329	66695	66329	66695	367	367	100.0	NC_018407	NC_018408
66726	67437	66726	67437	712	712	100.0	NC_018407	NC_018408
67463	68093	67463	68093	631	631	100.0	NC_018407	NC_018408
68095	68422	68095	68422	328	328	100.0	NC_018407	NC_018408
68468	69320	68468	69320	853	853	100.0	NC_018407	NC_018408
69340	69604	69340	69604	265	265	100.0	NC_018407	NC_018408
69614	70049	69614	70049	436	436	100.0	NC_018407	NC_018408
70051	70843	70051	70843	793	793	99.6	NC_018407	NC_018408
70848	71265	70848	71265	418	418	100.0	NC_018407	NC_018408
71264	71726	71264	71726	463	463	100.0	NC_018407	NC_018408
807870	807174	840750	840054	697	697	100.0	NC_018407	NC_018408
465600	465903	494767	495070	304	304	100.0	NC_018407	NC_018408
556931	554885	586101	584055	2047	2047	100.0	NC_018407	NC_018408
689265	688641	722103	721479	625	625	100.0	NC_018407	NC_018408
824664	824550	857544	857430	115	115	100.0	NC_018407	NC_018408
211438	212893	211434	212889	1456	1456	100.0	NC_018407	NC_018408
384791	385184	384859	385252	394	394	100.0	NC_018407	NC_018408
484775	486635	513942	515802	1861	1861	100.0	NC_018407	NC_018408
73909	74461	73909	74461	553	553	100.0	NC_018407	NC_018408
184494	186627	184500	186633	2134	2134	99.7	NC_018407	NC_018408
310749	312174	310791	312216	1426	1426	100.0	NC_018407	NC_018408
411838	412351	411916	412429	514	514	100.0	NC_018407	NC_018408
420819	424002	420897	424080	3184	3184	100.0	NC_018407	NC_018408
786024	783930	583762	581668	2095	2095	100.0	NC_018407	NC_018408
885955	883666	918240	915951	2290	2290	100.0	NC_018407	NC_018408
160036	161266	160042	161272	1231	1231	100.0	NC_018407	NC_018408
369475	370606	369541	370672	1132	1132	100.0	NC_018407	NC_018408
549807	547170	578986	576349	2638	2638	100.0	NC_018407	NC_018408
750209	749039	783047	781877	1171	1171	100.0	NC_018407	NC_018408
467911	468784	497078	497951	874	874	100.0	NC_018407	NC_018408
565660	564991	594839	594170	670	670	100.0	NC_018407	NC_018408
691458	689610	724296	722448	1849	1849	100.0	NC_018407	NC_018408
821994	821289	854874	854169	706	706	100.0	NC_018407	NC_018408
199364	200555	199360	200551	1192	1192	100.0	NC_018407	NC_018408
375543	375105	375609	375171	439	439	100.0	NC_018407	NC_018408
378208	376960	378274	377026	1249	1249	100.0	NC_018407	NC_018408
385107	386319	385175	386387	1213	1213	100.0	NC_018407	NC_018408
486716	488705	515883	517872	1990	1990	100.0	NC_018407	NC_018408
489789	489060	518957	518228	730	730	100.0	NC_018407	NC_018408
761666	760016	794504	792854	1651	1651	100.0	NC_018407	NC_018408
902416	900619	934702	932293	1798	2410	100.0	NC_018407	NC_018408
72401	72731	72401	72731	331	331	100.0	NC_018407	NC_018408
188627	189818	188632	189823	1192	1192	100.0	NC_018407	NC_018408
516708	515838	545870	545006	871	865	99.3	NC_018407	NC_018408
620701	619534	649880	648713	1168	1168	100.0	NC_018407	NC_018408
623927	622589	653106	651768	1339	1339	100.0	NC_018407	NC_018408
705952	707092	738790	739930	1141	1141	100.0	NC_018407	NC_018408
771074	768977	803945	801848	2098	2098	100.0	NC_018407	NC_018408
881560	880777	913845	913062	784	784	100.0	NC_018407	NC_018408
629664	627696	658843	656875	1969	1969	100.0	NC_018407	NC_018408
632442	630717	661621	659896	1726	1726	100.0	NC_018407	NC_018408
637614	636696	666793	665875	919	919	100.0	NC_018407	NC_018408
903738	903519	936024	935805	220	220	100.0	NC_018407	NC_018408
182800	181624	182806	181630	1177	1177	100.0	NC_018407	NC_018408
308985	310605	309027	310647	1621	1621	100.0	NC_018407	NC_018408
408560	407918	408638	407996	643	643	100.0	NC_018407	NC_018408
512392	511963	541560	541131	430	430	100.0	NC_018407	NC_018408
876901	877666	909782	910547	766	766	100.0	NC_018407	NC_018408
158139	158568	158145	158574	430	430	100.0	NC_018407	NC_018408
75977	77474	75977	77474	1498	1498	100.0	NC_018407	NC_018408
77467	78112	77467	78112	646	646	100.0	NC_018407	NC_018408
78122	78875	78122	78875	754	754	100.0	NC_018407	NC_018408
79054	80026	79054	80026	973	973	100.0	NC_018407	NC_018408
86994	83607	86994	83607	3388	3388	100.0	NC_018407	NC_018408
87050	88529	87050	88529	1480	1480	100.0	NC_018407	NC_018408
88565	89696	88565	89696	1132	1132	100.0	NC_018407	NC_018408
89716	90466	89716	90466	751	751	100.0	NC_018407	NC_018408
90625	91690	90625	91690	1066	1066	100.0	NC_018407	NC_018408
92482	91666	92482	91666	817	817	100.0	NC_018407	NC_018408
918484	919186	950758	951460	703	703	100.0	NC_018407	NC_018408
355785	355407	355850	355472	379	379	100.0	NC_018407	NC_018408
359138	358244	359203	358309	895	895	100.0	NC_018407	NC_018408
520597	520447	549759	549609	151	151	100.0	NC_018407	NC_018408
521931	521637	551093	550799	295	295	100.0	NC_018407	NC_018408
525114	524016	554275	553177	1099	1099	100.0	NC_018407	NC_018408
529770	529470	558931	558631	301	301	100.0	NC_018407	NC_018408
683599	683404	716437	716242	196	196	100.0	NC_018407	NC_018408
851739	853140	884620	886021	1402	1402	100.0	NC_018407	NC_018408
447454	447334	476621	476501	121	121	100.0	NC_018407	NC_018408
665607	664530	698445	697368	1078	1078	100.0	NC_018407	NC_018408
812514	811896	845394	844776	619	619	100.0	NC_018407	NC_018408
110537	115022	110537	115022	4486	4486	100.0	NC_018407	NC_018408
124562	124394	124562	124394	169	169	100.0	NC_018407	NC_018408
331901	332504	331942	332545	604	604	100.0	NC_018407	NC_018408
466595	467507	495762	496674	913	913	100.0	NC_018407	NC_018408
561638	560573	590817	589752	1066	1066	100.0	NC_018407	NC_018408
566257	565681	595436	594860	577	577	100.0	NC_018407	NC_018408
823825	822802	856705	855682	1024	1024	100.0	NC_018407	NC_018408
176671	177220	176677	177226	550	550	100.0	NC_018407	NC_018408
430343	429578	430421	429656	766	766	100.0	NC_018407	NC_018408
577288	577933	606467	607112	646	646	100.0	NC_018407	NC_018408
581867	580529	611046	609708	1339	1339	100.0	NC_018407	NC_018408
728797	725344	761635	758182	3454	3454	100.0	NC_018407	NC_018408
730056	729798	762894	762636	259	259	100.0	NC_018407	NC_018408
732893	730076	765731	762914	2818	2818	99.8	NC_018407	NC_018408
734495	733715	767333	766553	781	781	100.0	NC_018407	NC_018408
737783	736865	770621	769703	919	919	100.0	NC_018407	NC_018408
847482	847974	880363	880855	493	493	100.0	NC_018407	NC_018408
835137	835728	868017	868608	592	592	100.0	NC_018407	NC_018408
174352	174661	174358	174667	310	310	100.0	NC_018407	NC_018408
346525	347674	346590	347739	1150	1150	100.0	NC_018407	NC_018408
841559	840998	874440	873879	562	562	100.0	NC_018407	NC_018408
846534	847479	879415	880360	946	946	100.0	NC_018407	NC_018408
131795	132722	131795	132722	928	928	100.0	NC_018407	NC_018408
297583	300595	297619	300631	3013	3013	100.0	NC_018407	NC_018408
454958	455153	484125	484320	196	196	100.0	NC_018407	NC_018408
455531	456056	484698	485223	526	526	100.0	NC_018407	NC_018408
707094	707961	739932	740799	868	868	100.0	NC_018407	NC_018408
200672	202724	200668	202720	2053	2053	100.0	NC_018407	NC_018408
384348	384792	384416	384860	445	445	100.0	NC_018407	NC_018408
489057	488757	518225	517925	301	301	100.0	NC_018407	NC_018408
490572	489795	519740	518963	778	778	100.0	NC_018407	NC_018408
632723	632450	661902	661629	274	274	100.0	NC_018407	NC_018408
753520	752008	786358	784846	1513	1513	100.0	NC_018407	NC_018408
903386	902543	935672	934829	844	844	100.0	NC_018407	NC_018408
73489	73891	73489	73891	403	403	100.0	NC_018407	NC_018408
308267	309014	308309	309056	748	748	100.0	NC_018407	NC_018408
409144	411838	409222	411916	2695	2695	99.8	NC_018407	NC_018408
313882	314482	313924	314524	601	601	100.0	NC_018407	NC_018408
507750	507321	536918	536489	430	430	100.0	NC_018407	NC_018408
788363	786317	821240	819194	2047	2047	100.0	NC_018407	NC_018408
161608	162268	161614	162274	661	661	100.0	NC_018407	NC_018408
371680	372577	371746	372643	898	898	100.0	NC_018407	NC_018408
539553	537546	568723	566716	2008	2008	99.8	NC_018407	NC_018408
744351	742419	777189	775257	1933	1933	100.0	NC_018407	NC_018408
397065	397926	397134	397995	862	862	100.0	NC_018407	NC_018408
99432	99762	99432	99762	331	331	100.0	NC_018407	NC_018408
216101	215285	216097	215281	817	817	100.0	NC_018407	NC_018408
120655	119167	120655	119167	1489	1489	100.0	NC_018407	NC_018408
331096	331921	331137	331962	826	826	100.0	NC_018407	NC_018408
466238	466526	495405	495693	289	289	100.0	NC_018407	NC_018408
561796	562468	590975	591647	673	673	100.0	NC_018407	NC_018408
692045	692447	724883	725285	403	403	100.0	NC_018407	NC_018408
824890	824677	857770	857557	214	214	100.0	NC_018407	NC_018408
496548	495156	525716	524324	1393	1393	100.0	NC_018407	NC_018408
754282	753523	787120	786361	760	760	100.0	NC_018407	NC_018408
910709	910880	942983	943154	172	172	100.0	NC_018407	NC_018408
258148	258571	258144	258567	424	424	100.0	NC_018407	NC_018408
483705	482985	512872	512152	721	721	100.0	NC_018407	NC_018408
791594	791159	824474	824039	436	436	100.0	NC_018407	NC_018408
795718	795097	828598	827977	622	622	100.0	NC_018407	NC_018408
921878	921644	954146	953912	235	235	100.0	NC_018407	NC_018408
520214	517616	549376	546778	2599	2599	100.0	NC_018407	NC_018408
676972	676000	709810	708838	973	973	100.0	NC_018407	NC_018408
943067	942266	975335	974534	802	802	100.0	NC_018407	NC_018408
270819	273258	270809	273248	2440	2440	100.0	NC_018407	NC_018408
283722	284166	283759	284203	445	445	100.0	NC_018407	NC_018408
681526	682837	714364	715675	1312	1312	100.0	NC_018407	NC_018408
855102	857142	887983	890023	2041	2041	100.0	NC_018407	NC_018408
940993	940060	973261	972328	934	934	100.0	NC_018407	NC_018408
945207	944424	977475	976692	784	784	100.0	NC_018407	NC_018408
947105	945842	979373	978110	1264	1264	100.0	NC_018407	NC_018408
952789	951820	985057	984088	970	970	100.0	NC_018407	NC_018408
273625	275710	273615	275724	2086	2110	98.8	NC_018407	NC_018408
280351	280192	280388	280229	160	160	100.0	NC_018407	NC_018408
444877	446725	474044	475892	1849	1849	99.1	NC_018407	NC_018408
102385	105244	102385	105244	2860	2860	100.0	NC_018407	NC_018408
222204	222531	222200	222527	328	328	100.0	NC_018407	NC_018408
223510	225232	223506	225228	1723	1723	100.0	NC_018407	NC_018408
386322	386955	386390	387023	634	634	100.0	NC_018407	NC_018408
390758	391355	390827	391424	598	598	100.0	NC_018407	NC_018408
499063	498637	528231	527805	427	427	100.0	NC_018407	NC_018408
506390	505100	535558	534268	1291	1291	100.0	NC_018407	NC_018408
612869	611873	642048	641052	997	997	100.0	NC_018407	NC_018408
835064	834476	867944	867356	589	589	100.0	NC_018407	NC_018408
167924	168629	167930	168635	706	706	100.0	NC_018407	NC_018408
840157	840967	873038	873848	811	811	100.0	NC_018407	NC_018408
844372	846031	877253	878912	1660	1660	100.0	NC_018407	NC_018408
285752	284816	285789	284853	937	937	100.0	NC_018407	NC_018408
304276	305794	304312	305830	1519	1519	100.0	NC_018407	NC_018408
568325	567914	597504	597093	412	412	100.0	NC_018407	NC_018408
710196	709206	743034	742044	991	991	100.0	NC_018407	NC_018408
865727	866678	898608	899559	952	952	100.0	NC_018407	NC_018408
253850	254633	253846	254629	784	784	100.0	NC_018407	NC_018408
474721	475672	503888	504839	952	952	100.0	NC_018407	NC_018408
590407	590173	619586	619352	235	235	100.0	NC_018407	NC_018408
861659	862211	894540	895092	553	553	99.4	NC_018407	NC_018408
256610	258005	256606	258001	1396	1396	100.0	NC_018407	NC_018408
480738	480183	509905	509350	556	556	100.0	NC_018407	NC_018408
246487	248656	246483	248652	2170	2170	100.0	NC_018407	NC_018408
358232	357536	358297	357601	697	697	100.0	NC_018407	NC_018408
359217	362157	359282	362222	2941	2941	100.0	NC_018407	NC_018408
522961	522175	552122	551336	787	787	100.0	NC_018407	NC_018408
527497	525106	556658	554267	2392	2392	100.0	NC_018407	NC_018408
683315	682901	716153	715739	415	415	100.0	NC_018407	NC_018408
853176	855012	886057	887893	1837	1837	100.0	NC_018407	NC_018408
502499	501239	531667	530407	1261	1261	100.0	NC_018407	NC_018408
611836	610837	641015	640016	1000	1000	100.0	NC_018407	NC_018408
163227	165378	163233	165384	2152	2152	100.0	NC_018407	NC_018408
339946	340645	339987	340686	700	700	100.0	NC_018407	NC_018408
431287	431434	431365	431512	148	148	97.9	NC_018407	NC_018408
582015	583131	611194	612310	1117	1117	100.0	NC_018407	NC_018408
742087	741526	774925	774364	562	562	100.0	NC_018407	NC_018408
843162	843996	876043	876877	835	835	100.0	NC_018407	NC_018408
133586	133211	133586	133211	376	376	100.0	NC_018407	NC_018408
300694	304201	300730	304237	3508	3508	100.0	NC_018407	NC_018408
816520	816895	849400	849775	376	376	100.0	NC_018407	NC_018408
390465	390756	390534	390825	292	292	100.0	NC_018407	NC_018408
497281	496555	526449	525723	727	727	100.0	NC_018407	NC_018408
609293	608999	638472	638178	295	295	100.0	NC_018407	NC_018408
837695	839531	870576	872412	1837	1837	100.0	NC_018407	NC_018408
343078	344593	343119	344658	1516	1540	98.4	NC_018407	NC_018408
439323	442812	439401	442890	3490	3490	100.0	NC_018407	NC_018408
587163	585414	616342	614593	1750	1750	100.0	NC_018407	NC_018408
738910	737782	771748	770620	1129	1129	100.0	NC_018407	NC_018408
842947	842800	875828	875681	148	148	100.0	NC_018407	NC_018408
860498	860948	893379	893829	451	451	100.0	NC_018407	NC_018408
945826	945193	978094	977461	634	634	100.0	NC_018407	NC_018408
263632	265702	263622	265692	2071	2071	99.8	NC_018407	NC_018408
444097	444589	444175	444667	493	493	100.0	NC_018407	NC_018408
448354	448165	477521	477332	190	190	100.0	NC_018407	NC_018408
664515	663282	697353	696120	1234	1234	99.7	NC_018407	NC_018408
953967	952791	986235	985059	1177	1177	100.0	NC_018407	NC_018408
122612	120668	122612	120668	1945	1945	100.0	NC_018407	NC_018408
460420	459703	489587	488870	718	718	100.0	NC_018407	NC_018408
685493	684401	718331	717239	1093	1093	100.0	NC_018407	NC_018408
936574	935230	968842	967498	1345	1345	100.0	NC_018407	NC_018408
180153	180663	180159	180669	511	511	100.0	NC_018407	NC_018408
405250	407917	405328	407995	2668	2668	100.0	NC_018407	NC_018408
648808	647428	677987	676607	1381	1381	100.0	NC_018407	NC_018408
815652	814263	848532	847143	1390	1390	100.0	NC_018407	NC_018408
820887	819600	853767	852480	1288	1288	100.0	NC_018407	NC_018408
99770	102386	99770	102386	2617	2617	100.0	NC_018407	NC_018408
222593	223214	222589	223210	622	622	99.5	NC_018407	NC_018408
394345	395761	394414	395830	1417	1417	100.0	NC_018407	NC_018408
603153	601674	632332	630853	1480	1480	100.0	NC_018407	NC_018408
312800	313883	312842	313925	1084	1084	100.0	NC_018407	NC_018408
316256	317180	316298	317222	925	925	100.0	NC_018407	NC_018408
415021	420817	415099	420895	5797	5797	100.0	NC_018407	NC_018408
511891	511555	541059	540723	337	337	100.0	NC_018407	NC_018408
517598	516923	546760	546085	676	676	100.0	NC_018407	NC_018408
617897	616817	647076	645996	1081	1081	100.0	NC_018407	NC_018408
619365	617946	648544	647125	1420	1420	100.0	NC_018407	NC_018408
700428	701628	733266	734466	1201	1201	100.0	NC_018407	NC_018408
766105	763720	798979	796558	2386	2422	98.3	NC_018407	NC_018408
216166	217087	216162	217083	922	922	100.0	NC_018407	NC_018408
387069	388824	387138	388893	1756	1756	100.0	NC_018407	NC_018408
498171	497268	527339	526436	904	904	100.0	NC_018407	NC_018408
500996	498998	530164	528166	1999	1999	100.0	NC_018407	NC_018408
609000	607395	638179	636574	1606	1606	100.0	NC_018407	NC_018408
830287	829639	863167	862519	649	649	100.0	NC_018407	NC_018408
165901	167932	165907	167938	2032	2032	100.0	NC_018407	NC_018408
338634	340005	338675	340046	1372	1372	100.0	NC_018407	NC_018408
344684	346508	344749	346573	1825	1825	100.0	NC_018407	NC_018408
587978	587345	617157	616524	634	634	100.0	NC_018407	NC_018408
366420	367617	366486	367683	1198	1198	100.0	NC_018407	NC_018408
552176	550115	581367	579306	2062	2062	100.0	NC_018407	NC_018408
751149	750192	783987	783030	958	958	100.0	NC_018407	NC_018408
926239	926089	958507	958357	151	151	100.0	NC_018407	NC_018408
940054	938944	972322	971212	1111	1111	100.0	NC_018407	NC_018408
181286	181478	181292	181484	193	193	100.0	NC_018407	NC_018408
403614	404661	403692	404739	1048	1048	100.0	NC_018407	NC_018408
813101	812525	845981	845405	577	577	99.4	NC_018407	NC_018408
818734	817756	851614	850636	979	979	100.0	NC_018407	NC_018408
106193	106904	106193	106904	712	712	100.0	NC_018407	NC_018408
355403	354911	355468	354976	493	493	100.0	NC_018407	NC_018408
357464	355772	357529	355837	1693	1693	100.0	NC_018407	NC_018408
521593	520708	550755	549870	886	886	100.0	NC_018407	NC_018408
524009	522914	553170	552075	1096	1096	100.0	NC_018407	NC_018408
529398	527496	558559	556657	1903	1903	100.0	NC_018407	NC_018408
678473	679352	711311	712190	880	880	100.0	NC_018407	NC_018408
681462	680640	714300	713478	823	823	100.0	NC_018407	NC_018408
683676	684315	716514	717153	640	640	100.0	NC_018407	NC_018408
857683	858556	890564	891437	874	874	100.0	NC_018407	NC_018408
174742	175825	174748	175831	1084	1084	100.0	NC_018407	NC_018408
175829	176684	175835	176690	856	856	100.0	NC_018407	NC_018408
341808	342936	341849	342977	1129	1129	100.0	NC_018407	NC_018408
433285	432544	433363	432622	742	742	100.0	NC_018407	NC_018408
434370	436065	434448	436143	1696	1696	100.0	NC_018407	NC_018408
580505	580223	609684	609402	283	283	100.0	NC_018407	NC_018408
741509	738926	774347	771764	2584	2584	100.0	NC_018407	NC_018408
842796	842409	875677	875290	388	388	100.0	NC_018407	NC_018408
130913	131795	130913	131795	883	883	100.0	NC_018407	NC_018408
289297	288466	289333	288502	832	832	100.0	NC_018407	NC_018408
447635	447434	476802	476601	202	202	100.0	NC_018407	NC_018408
448120	447778	477287	476945	343	343	100.0	NC_018407	NC_018408
658695	657489	687874	686668	1207	1207	100.0	NC_018407	NC_018408
802883	801134	835763	834014	1750	1750	100.0	NC_018407	NC_018408
805759	804310	838639	837190	1450	1450	100.0	NC_018407	NC_018408
811504	811060	844384	843940	445	445	100.0	NC_018407	NC_018408
108590	109697	108590	109697	1108	1108	100.0	NC_018407	NC_018408
115043	118424	115043	118424	3382	3382	100.0	NC_018407	NC_018408
327132	330204	327173	330245	3073	3073	100.0	NC_018407	NC_018408
461894	463655	491061	492822	1762	1762	100.0	NC_018407	NC_018408
652548	651999	681727	681178	550	550	100.0	NC_018407	NC_018408
663386	661946	696224	694784	1441	1441	100.0	NC_018407	NC_018408
106916	107468	106916	107468	553	553	100.0	NC_018407	NC_018408
124381	122926	124381	122926	1456	1456	100.0	NC_018407	NC_018408
457130	459545	486297	488712	2416	2416	100.0	NC_018407	NC_018408
562481	564899	591660	594078	2419	2419	100.0	NC_018407	NC_018408
692555	692744	725393	725582	190	190	100.0	NC_018407	NC_018408
693190	693676	726028	726514	487	487	100.0	NC_018407	NC_018408
204535	202792	204531	202788	1744	1744	100.0	NC_018407	NC_018408
384206	382505	384274	382573	1702	1702	100.0	NC_018407	NC_018408
425251	428176	425329	428254	2926	2926	100.0	NC_018407	NC_018408
515894	513617	545062	542785	2278	2278	100.0	NC_018407	NC_018408
614313	612927	643492	642106	1387	1387	99.5	NC_018407	NC_018408
624103	624751	653282	653930	649	649	100.0	NC_018407	NC_018408
701680	702343	734518	735181	664	664	100.0	NC_018407	NC_018408
775809	773706	808659	806556	2104	2104	100.0	NC_018407	NC_018408
893886	890595	926172	922881	3292	3292	100.0	NC_018407	NC_018408
364988	365795	365054	365861	808	808	100.0	NC_018407	NC_018408
373852	374959	373918	375025	1108	1108	100.0	NC_018407	NC_018408
541977	539880	571165	569068	2098	2098	99.8	NC_018407	NC_018408
911595	911436	943869	943710	160	160	100.0	NC_018407	NC_018408
692804	693185	725642	726023	382	382	100.0	NC_018407	NC_018408
205955	204584	205951	204580	1372	1372	100.0	NC_018407	NC_018408
381858	382272	381926	382340	415	415	100.0	NC_018407	NC_018408
491219	490538	520387	519706	682	682	100.0	NC_018407	NC_018408
635504	634517	664683	663696	988	988	100.0	NC_018407	NC_018408
759005	758294	791843	791132	712	712	100.0	NC_018407	NC_018408
763311	761652	796149	794490	1660	1660	100.0	NC_018407	NC_018408
904630	905017	936904	937291	388	388	100.0	NC_018407	NC_018408
74840	75506	74840	75506	667	667	100.0	NC_018407	NC_018408
189935	191987	189940	191992	2053	2053	100.0	NC_018407	NC_018408
857272	857677	890153	890558	406	406	100.0	NC_018407	NC_018408
859731	860406	892612	893287	676	676	100.0	NC_018407	NC_018408
944432	943070	976700	975338	1363	1363	100.0	NC_018407	NC_018408
949663	947122	981931	979390	2542	2542	100.0	NC_018407	NC_018408
276007	278026	276045	278064	2020	2020	100.0	NC_018407	NC_018408
442828	443890	442906	443968	1063	1063	100.0	NC_018407	NC_018408
447751	447658	476918	476825	94	94	100.0	NC_018407	NC_018408
657485	656345	686664	685524	1141	1141	100.0	NC_018407	NC_018408
807139	805762	840019	838642	1378	1378	100.0	NC_018407	NC_018408
107467	108586	107467	108586	1120	1120	100.0	NC_018407	NC_018408
829509	827349	862389	860229	2161	2161	100.0	NC_018407	NC_018408
213512	215012	213508	215008	1501	1501	100.0	NC_018407	NC_018408
484715	483704	513882	512871	1012	1012	100.0	NC_018407	NC_018408
627591	625437	656770	654616	2155	2155	100.0	NC_018407	NC_018408
755952	754302	788790	787140	1651	1651	100.0	NC_018407	NC_018408
409057	408565	409135	408643	493	493	100.0	NC_018407	NC_018408
512460	513456	541628	542624	997	997	100.0	NC_018407	NC_018408
698662	699826	731500	732664	1165	1165	100.0	NC_018407	NC_018408
154956	153639	154962	153645	1318	1318	100.0	NC_018407	NC_018408
367603	368038	367669	368104	436	436	100.0	NC_018407	NC_018408
751961	751121	784799	783959	841	841	100.0	NC_018407	NC_018408
935150	933731	967418	965999	1420	1420	100.0	NC_018407	NC_018408
179771	179981	179777	179987	211	211	100.0	NC_018407	NC_018408
400296	401538	400365	401607	1243	1243	100.0	NC_018407	NC_018408
644178	638445	673357	667624	5734	5734	99.9	NC_018407	NC_018408
645697	644326	674876	673505	1372	1372	100.0	NC_018407	NC_018408
647208	645780	676387	674959	1429	1429	100.0	NC_018407	NC_018408
650660	650327	679839	679506	334	334	100.0	NC_018407	NC_018408
815601	816546	848481	849426	946	946	100.0	NC_018407	NC_018408
94389	94935	94389	94935	547	547	100.0	NC_018407	NC_018408
151664	153638	151670	153644	1975	1975	100.0	NC_018407	NC_018408
161532	161277	161538	161283	256	256	100.0	NC_018407	NC_018408
370687	371677	370753	371743	991	991	100.0	NC_018407	NC_018408
742314	742092	775152	774930	223	223	100.0	NC_018407	NC_018408
938060	936563	970328	968831	1498	1498	100.0	NC_018407	NC_018408
637581	638100	666760	667279	520	520	100.0	NC_018407	NC_018408
813283	814267	846163	847147	985	985	100.0	NC_018407	NC_018408
819588	818763	852468	851643	826	826	100.0	NC_018407	NC_018408
221183	222230	221179	222226	1048	1048	100.0	NC_018407	NC_018408
606069	605013	635248	634192	1057	1057	100.0	NC_018407	NC_018408
456104	457121	485271	486288	1018	1018	100.0	NC_018407	NC_018408
572315	571883	601494	601062	433	433	100.0	NC_018407	NC_018408
254693	255221	254689	255217	529	529	100.0	NC_018407	NC_018408
480175	479320	509342	508487	856	856	100.0	NC_018407	NC_018408
598068	596628	627247	625807	1441	1441	100.0	NC_018407	NC_018408
911370	911025	943644	943299	346	346	100.0	NC_018407	NC_018408
804333	802893	837213	835773	1441	1441	100.0	NC_018407	NC_018408
326841	327126	326882	327167	286	286	100.0	NC_018407	NC_018408
330220	331087	330261	331128	868	868	100.0	NC_018407	NC_018408
332695	333844	332736	333885	1150	1150	100.0	NC_018407	NC_018408
135547	137026	135547	137026	1480	1480	100.0	NC_018407	NC_018408
137676	139653	137676	139653	1978	1978	100.0	NC_018407	NC_018408
139668	141168	139668	141174	1501	1507	99.0	NC_018407	NC_018408
141465	143334	141471	143340	1870	1870	100.0	NC_018407	NC_018408
143348	143618	143354	143624	271	271	100.0	NC_018407	NC_018408
143610	145458	143616	145464	1849	1849	100.0	NC_018407	NC_018408
145457	145817	145463	145823	361	361	100.0	NC_018407	NC_018408
149561	147692	149567	147698	1870	1870	100.0	NC_018407	NC_018408
150608	151040	150614	151046	433	433	100.0	NC_018407	NC_018408
151048	151693	151054	151699	646	646	100.0	NC_018407	NC_018408
544360	542275	573551	571466	2086	2086	100.0	NC_018407	NC_018408
748197	747174	781035	780012	1024	1024	100.0	NC_018407	NC_018408
933570	931473	965838	963741	2098	2098	100.0	NC_018407	NC_018408
179180	178808	179186	178814	373	373	100.0	NC_018407	NC_018408
398254	399139	398323	399208	886	886	100.0	NC_018407	NC_018408
650328	649935	679507	679114	394	394	100.0	NC_018407	NC_018408
92572	94309	92572	94309	1738	1738	100.0	NC_018407	NC_018408
391908	393465	391977	393534	1558	1558	100.0	NC_018407	NC_018408
607292	606830	636471	636009	463	463	100.0	NC_018407	NC_018408
837374	835796	870224	868676	1579	1549	99.4	NC_018407	NC_018408
832428	831603	865308	864483	826	826	100.0	NC_018407	NC_018408
165422	165911	165428	165917	490	490	100.0	NC_018407	NC_018408
341102	341816	341143	341857	715	715	100.0	NC_018407	NC_018408
431118	430680	431196	430758	439	439	100.0	NC_018407	NC_018408
434311	433324	434389	433402	988	988	100.0	NC_018407	NC_018408
579514	578209	608693	607388	1306	1306	100.0	NC_018407	NC_018408
125883	125550	125883	125550	334	334	100.0	NC_018407	NC_018408
289414	293587	289450	293623	4174	4174	100.0	NC_018407	NC_018408
